what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334541834251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334541856484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334541857603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559465100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559469060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559476859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559477667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559478155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559479348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559490634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559500695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559502215
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1334559502408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559510355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559534393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334559696940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334560130198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334560141625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334560145157
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1334560145440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334560245557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334560280379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334560290109
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1334641267080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641267195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641268264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641276846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641277283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641427337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641428752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641469800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641471178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641479582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641480311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641548234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641549253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641554396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641555271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641559167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641560111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641753600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641754374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641767254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334641768683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334795920853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334795938141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334796077382
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1334796081573
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1334796081588
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1334796081746
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1334796081749
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1334796081942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334796097394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334796197915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334796207093
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796285174
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796285348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334796285472
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1334796288016
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796291543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334796297892
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796298712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334796299327
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796300820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334796321411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334796336179
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796341173
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1334796345936
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1334796345942
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1334796345945
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796347512
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796349724
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796362619
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796389974
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796396641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334796413231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334796449312
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796450923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334796463515
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796509901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1334796526868
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796527840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334796529747
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796539340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1334796554707
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334796558207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334796561941
